92B24D2E-3966-09A9-9A5C-F8C5885B402C_time,92B24D2E-3966-09A9-9A5C-F8C5885B402C_raw,92B24D2E-3966-09A9-9A5C-F8C5885B402C_calibrated
5.991,13.176470756530762,8.416999016263077
6.011,13.026217460632324,7.632734611959833
6.031,13.026217460632324,7.632734611959833
6.051,13.101249694824219,8.024374010617834
6.073,13.327478408813477,9.205200870702171
6.093,13.176470756530762,8.416999016263077
6.113,13.101249694824219,8.024374010617834
6.133,13.251879692077637,8.810604651082485
6.153,13.026217460632324,7.632734611959833
6.173,13.251879692077637,8.810604651082485
6.194,13.101249694824219,8.024374010617834
6.214,12.951371192932129,7.242065886849858
6.234,13.251879692077637,8.810604651082485
6.255,13.251879692077637,8.810604651082485
6.275,13.101249694824219,8.024374010617834
6.297,13.327478408813477,9.205200870702171
6.317,13.176470756530762,8.416999016263077
6.337,13.101249694824219,8.024374010617834
6.358,13.026217460632324,7.632734611959833
6.378,13.251879692077637,8.810604651082485
6.398,12.951371192932129,7.242065886849858
6.418,13.251879692077637,8.810604651082485
6.44,13.251879692077637,8.810604651082485
6.46,13.176470756530762,8.416999016263077
6.48,13.026217460632324,7.632734611959833
6.5,13.176470756530762,8.416999016263077
6.52,13.176470756530762,8.416999016263077
6.542,12.876712799072266,6.8523777909140335
6.562,13.327478408813477,9.205200870702171
6.582,13.176470756530762,8.416999016263077
6.602,13.026217460632324,7.632734611959833
6.622,13.327478408813477,9.205200870702171
6.642,13.026217460632324,7.632734611959833
6.664,13.101249694824219,8.024374010617834
6.684,13.101249694824219,8.024374010617834
6.704,13.251879692077637,8.810604651082485
6.724,13.176470756530762,8.416999016263077
6.747,13.176470756530762,8.416999016263077
6.767,13.101249694824219,8.024374010617834
6.789,13.176470756530762,8.416999016263077
6.809,13.176470756530762,8.416999016263077
6.831,13.251879692077637,8.810604651082485
6.851,13.251879692077637,8.810604651082485
6.871,12.951371192932129,7.242065886849858
6.891,13.176470756530762,8.416999016263077
6.911,13.026217460632324,7.632734611959833
6.931,13.176470756530762,8.416999016263077
6.951,13.026217460632324,7.632734611959833
6.971,13.101249694824219,8.024374010617834
6.991,13.026217460632324,7.632734611959833
7.011,13.101249694824219,8.024374010617834
7.031,13.176470756530762,8.416999016263077
7.051,13.101249694824219,8.024374010617834
7.071,13.327478408813477,9.205200870702171
7.092,13.176470756530762,8.416999016263077
7.112,13.176470756530762,8.416999016263077
7.132,13.176470756530762,8.416999016263077
7.152,13.176470756530762,8.416999016263077
7.172,13.176470756530762,8.416999016263077
7.192,13.176470756530762,8.416999016263077
7.212,13.176470756530762,8.416999016263077
7.232,13.101249694824219,8.024374010617834
7.252,13.101249694824219,8.024374010617834
7.272,13.176470756530762,8.416999016263077
7.292,13.176470756530762,8.416999016263077
7.312,13.101249694824219,8.024374010617834
7.332,13.176470756530762,8.416999016263077
7.355,13.251879692077637,8.810604651082485
7.375,13.101249694824219,8.024374010617834
7.396,13.101249694824219,8.024374010617834
7.416,13.251879692077637,8.810604651082485
7.436,13.176470756530762,8.416999016263077
7.456,13.176470756530762,8.416999016263077
7.476,13.176470756530762,8.416999016263077
7.496,12.727950096130371,6.075893708434222
7.516,13.026217460632324,7.632734611959833
7.536,13.101249694824219,8.024374010617834
7.556,13.176470756530762,8.416999016263077
7.576,12.951371192932129,7.242065886849858
7.596,13.176470756530762,8.416999016263077
7.616,13.026217460632324,7.632734611959833
7.638,13.026217460632324,7.632734611959833
7.658,13.101249694824219,8.024374010617834
7.678,13.101249694824219,8.024374010617834
7.698,12.951371192932129,7.242065886849858
7.718,13.251879692077637,8.810604651082485
7.738,13.101249694824219,8.024374010617834
7.758,13.101249694824219,8.024374010617834
7.778,13.176470756530762,8.416999016263077
7.798,13.026217460632324,7.632734611959833
7.818,13.026217460632324,7.632734611959833
7.841,13.101249694824219,8.024374010617834
7.861,13.251879692077637,8.810604651082485
7.881,13.026217460632324,7.632734611959833
7.901,13.101249694824219,8.024374010617834
7.924,13.176470756530762,8.416999016263077
7.944,13.026217460632324,7.632734611959833
7.964,13.101249694824219,8.024374010617834
7.984,13.101249694824219,8.024374010617834
8.004,13.176470756530762,8.416999016263077
8.024,13.026217460632324,7.632734611959833
8.044,13.176470756530762,8.416999016263077
8.064,13.176470756530762,8.416999016263077
8.084,13.101249694824219,8.024374010617834
8.104,13.026217460632324,7.632734611959833
8.126,13.176470756530762,8.416999016263077
8.146,12.951371192932129,7.242065886849858
8.166,12.876712799072266,6.8523777909140335
8.19,12.951371192932129,7.242065886849858
8.21,12.951371192932129,7.242065886849858
8.23,13.176470756530762,8.416999016263077
8.25,13.176470756530762,8.416999016263077
8.273,12.951371192932129,7.242065886849858
8.293,12.951371192932129,7.242065886849858
8.313,13.101249694824219,8.024374010617834
8.333,13.101249694824219,8.024374010617834
8.357,12.876712799072266,6.8523777909140335
8.377,12.951371192932129,7.242065886849858
8.398,13.101249694824219,8.024374010617834
8.418,12.876712799072266,6.8523777909140335
8.438,13.101249694824219,8.024374010617834
8.458,13.176470756530762,8.416999016263077
8.478,13.176470756530762,8.416999016263077
8.498,13.101249694824219,8.024374010617834
8.519,13.101249694824219,8.024374010617834
8.539,13.101249694824219,8.024374010617834
8.559,12.876712799072266,6.8523777909140335
8.579,12.802238464355469,6.463650412900122
8.599,13.101249694824219,8.024374010617834
8.619,13.026217460632324,7.632734611959833
8.639,13.176470756530762,8.416999016263077
8.659,13.026217460632324,7.632734611959833
8.679,12.876712799072266,6.8523777909140335
8.702,12.876712799072266,6.8523777909140335
8.722,12.876712799072266,6.8523777909140335
8.742,13.101249694824219,8.024374010617834
8.764,12.951371192932129,7.242065886849858
8.784,13.101249694824219,8.024374010617834
8.804,13.176470756530762,8.416999016263077
8.825,13.101249694824219,8.024374010617834
