C4B0890D-F795-5936-5F56-28B4BC3AA9C8_time (s),C4B0890D-F795-5936-5F56-28B4BC3AA9C8_raw_resistance
11.235,71.42610931396484
11.235,69.70145416259766
11.245,69.13768005371094
11.245,69.13768005371094
11.265,67.75179290771484
11.265,69.41888427734375
11.275,69.41888427734375
11.275,70.55745697021484
11.351,69.41888427734375
11.351,69.13768005371094
11.367,67.75179290771484
11.367,66.3985824584961
11.383,66.13176727294922
11.383,66.3985824584961
11.399,66.66666412353516
11.399,66.66666412353516
11.411,66.93601989746094
11.411,67.20664978027344
11.427,66.66666412353516
11.427,66.66666412353516
11.443,66.66666412353516
11.443,67.75179290771484
11.459,68.85783386230469
11.459,68.85783386230469
11.471,68.30215454101562
11.471,68.30215454101562
11.487,69.41888427734375
11.487,70.55745697021484
11.503,70.2707290649414
11.503,73.20249938964844
11.519,76.28461456298828
11.519,77.88571166992188
11.531,84.36885070800781
11.531,87.3044662475586
11.547,83.65489196777344
11.547,86.18836212158203
11.567,90.37428283691406
11.567,96.95509338378906
11.576,97.38739013671875
11.576,106.12420654296875
11.627,107.10576629638672
11.627,115.4358139038086
11.636,115.98644256591797
11.636,124.71785736083984
11.655,121.11538696289062
11.655,135.81748962402344
11.665,150.05328369140625
11.665,158.474365234375
11.685,158.474365234375
11.685,171.5500030517578
11.695,187.5414581298828
11.695,234.17544555664062
11.715,197.0659942626953
11.715,207.39682006835938
11.725,320.0305480957031
11.725,322.8538513183594
11.745,328.6328125
11.745,360.4660949707031
11.755,347.1065673828125
11.755,353.67498779296875
11.771,363.94873046875
11.771,371.09564208984375
11.787,331.5905456542969
11.787,331.5905456542969
11.803,340.75
11.803,382.2946472167969
11.819,357.0420227050781
11.819,296.4356994628906
11.831,234.17544555664062
11.831,215.73770141601562
11.847,193.40499877929688
11.847,179.7971649169922
11.863,160.24569702148438
11.863,158.474365234375
11.879,163.88157653808594
11.879,157.60000610351562
11.922,144.55776977539062
11.922,139.36045837402344
11.942,133.75564575195312
11.942,135.81748962402344
11.952,138.64093017578125
11.952,130.42066955566406
11.972,126.5776138305664
11.972,115.98644256591797
11.982,107.10576629638672
11.982,104.19811248779297
12.002,103.25312805175781
12.002,96.52537536621094
12.014,96.95509338378906
12.014,91.9624252319336
12.026,92.77034759521484
12.026,82.25
12.042,79.19685363769531
12.042,75.96930694580078
12.058,75.96930694580078
12.058,78.86649322509766
12.074,80.875
12.074,77.88571166992188
12.086,72.90274047851562
12.086,72.60447692871094
12.102,71.71852111816406
12.102,72.30769348144531
12.118,72.30769348144531
12.118,69.98540496826172
12.134,69.41888427734375
12.134,67.47856903076172
12.146,69.41888427734375
12.146,69.70145416259766
12.162,69.13768005371094
12.162,67.75179290771484
12.178,66.93601989746094
12.178,65.86619567871094
12.225,64.55684661865234
12.225,64.29861450195312
12.239,64.04157257080078
12.239,64.29861450195312
12.251,65.33878326416016
12.251,65.07691955566406
12.267,64.81627655029297
12.267,65.33878326416016
12.283,66.13176727294922
12.283,65.07691955566406
12.303,66.13176727294922
12.303,66.3985824584961
12.313,67.75179290771484
12.313,66.3985824584961
12.333,67.47856903076172
12.333,67.47856903076172
12.343,68.57933044433594
12.343,69.41888427734375
12.363,72.90274047851562
12.363,76.28461456298828
12.373,74.72405242919922
12.373,74.72405242919922
12.393,76.6015396118164
12.393,83.30081176757812
12.403,86.93035888671875
12.403,85.09066009521484
12.423,88.43943786621094
12.423,88.82203674316406
12.433,103.25312805175781
12.433,112.73754119873047
12.453,114.34563446044922
12.453,118.79655456542969
12.463,122.2992935180664
12.463,113.80602264404297
12.483,143.79762268066406
12.483,154.1757354736328
12.524,167.64732360839844
12.524,171.5500030517578
12.544,158.474365234375
12.554,189.8522186279297
12.566,171.5500030517578
12.566,220.11666870117188
12.582,193.40499877929688
12.582,325.7209167480469
12.598,320.0305480957031
12.598,343.9024353027344
12.626,343.9024353027344
12.626,343.9024353027344
12.642,374.7631530761719
12.642,363.94873046875
12.658,357.0420227050781
12.658,328.6328125
12.689,357.0420227050781
12.689,374.7631530761719
12.709,350.3636474609375
12.719,367.49139404296875
12.731,331.5905456542969
12.731,314.51129150390625
12.747,212.8972930908203
12.747,265.21429443359375
12.763,153.33749389648438
12.763,152.5062255859375
12.779,166.69332885742188
12.779,151.68182373046875
12.822,141.55294799804688
12.822,139.36045837402344
12.838,137.2183837890625
12.838,132.40672302246094
12.858,143.79762268066406
12.858,134.43772888183594
12.896,133.0786590576172
12.896,125.33333587646484
12.916,119.94791412353516
12.916,118.79655456542969
12.926,112.20861053466797
12.926,108.0999984741211
12.946,107.60128784179688
12.946,103.72413635253906
12.956,96.09821319580078
12.956,92.36521911621094
12.976,83.30081176757812
12.976,79.52894592285156
12.986,77.24031066894531
12.986,78.86649322509766
13.006,81.90348815917969
13.006,82.59838104248047
13.016,77.88571166992188
13.016,74.72405242919922
13.036,73.5037612915039
13.036,72.60447692871094
13.046,72.90274047851562
13.046,72.60447692871094
13.066,71.42610931396484
